name,address,lat,lng,scale,contact,web,description,source,tags
EN VERT DE TERRE,09230 TOURTOUSE,43.0939,1.1251,,le samedi contacter ce producteur 05 61 96 41 57 - 06 75 41 08 18,,"cosmétiques Producteur bio. Savons à froid Produits de soin, plantes médicinales Tisanes Vente sur les marchés de: Lavelanet le vendredi Saint-Girons. Nous sommes un jeune couple installé en bio depuis février 2010 en Ariège, au pied des Pyrénées, en production de jeunes plants de légumes et de plantes aromatiques et médicinales (plantes en pots et sachets secs), nous tenons un grand potager, pour nous nourrir et pour tester nos variétés. En cours d'installation (nous venons de déménager de site), beaucoup de choses restent à mettre en place, et au quotidien : l'arrosage, les semis et boutures, les plantations, le désherbage, les récoltes et cueillettes, l'ensachage et le mondage, la participation aux marchés locaux, et un peu de transformations parfois, l'entretien des fruitiers, mettre en place d'autres cultures, soigner les 6 moutons. En bref, nous sommes très occupés ! Nous sommes dans un bel endroit, en pleine campagne. Nous nous ferons un plaisir de vous accueillir, pour échanger des méthodes de culture, des modes de vie et habitudes différents, notamment du printemps à à l'automne. Nous pourrons vous apprendre des notions sur la production végétale et le monde végétale, les cosmétiques naturelles, la phytothérapie. On peut parler toutes les langues, français, anglais(notions), espagnol(notions), italien (notions) et allemand (notions).",caravane,clapas_ARIEGE
EQUILOISIRS,09230 FABAS,43.1076,1.106,,05 61 96 41 32 - bohinnathalie@wanadoo.fr,,Ferme équestre familiale accueillerait WWOOFers pour participer aux activités de la ferme et du jardin potager. Français et anglais (a litlle bit) parlés.,caravane,clapas_ARIEGE
TERRE D'EZEL,"Caplong, 09240 MONTAGAGNE",42.9341,1.4108,,09 75 75 26 17 - contact@terredezel.org - http://www.terredezel.org/,,"Aimez-vous le caillou ? Petite tribu perchée en yourtes, nous patouillons depuis 3 ans dans la construction de cabanes à vivre, l'aménagement de notre colline en pierres sèches. Décrire ou d'écrire ce qui se passe chez nous n'est pas une chose aisée, le mieux c'est de venir y goûter dans le concret du vivant. Personne n'est encore parti sans être content ! Il n'y a pas de censure ici, on peut souffler si l'on veut. Bonne humeur et coups de soleil sont bienvenus. Nous avons un projet de lieu commun pour l'été. C'est un chantier rapide avec une inauguration prévue au solstice d'été. Vous trouverez aussi ici du maraîchage familial, des chiens, des ânes, des enfants, du soleil... Vous sentez vous prêts à vous engager dans un combat inégal avec les éléments, pour en venir à une amitié profonde avec ceux-ci, et au final, en devenir élève attentif et fidèle ? Bref, on a plein de trucs à faire et à partager. Bienvenus pour vivre un temps chez nous ! Français,, anglais, espagnol, allemand, russe et hébreu parlés.",caravane,clapas_ARIEGE
CHATEAU DE MONTCRU,09240 ALLIERES,43.0361,1.3659,,05 61 03 86 49 - http://www.montcru.com/,,Scierie et Sellerie,caravane,clapas_ARIEGE
CAP DE LA GOUTTE,09290 CAMARADE,43.0857,1.2862,,05 61 67 87 63,,"Ferme de 13 ha en bio; dans le sud de la france nous cherchons de l aide toute l'annee dans la constructions ecologique, pour le maraichage, le verger, dans la boulangerie, avec les animaux (poules pondeuse). Nous sommes vegetariens et non fumeurs. Nous aimons les echanges avec les autres agriculteurs, avec qui nous travaillons la terre avec tractions animals. Possibilite d'apprendre le tissage.",caravane,clapas_ARIEGE
FERME DE GUILHEM,09290 CAMARADE,43.0857,1.2862,,05 61 69 79 81,,"Élevage fermier et production de fromage de vache biologique. Contrôle et certification Agriculture Biologique. 15km from St Girons Organic farm with 33 ha of pasture/woods and an old farmhouse. We have about 20 cows for the production of a regional cheese. At 700m (2000ft) the wide views of the Pyrenees are spectacular! We took over the 200-year old farm early in 2002 and are looking for enthusiastic WWOOFers. Help needed includes milking cows, gardening, cooking, repairing fences, taking care of the cheese cellar, and (for long-term WWOOFers) learning to make cheese.",caravane,clapas_ARIEGE
LES MOLLES,09290 CAMARADE,43.0857,1.2862,,05 61 69 98 68,,"We are living with our 2 children on a small organic farm in the south of France (Ariege- Pyrenees). The work on the land and in the forest is done with mules. We need help in the orchard, on the vegetable field, in building, fencing and all kind of work on a farm. French, dutch, german, english spoken We don't have any buildings to lodge you. Come with your tent and good outdoor gear.",caravane,clapas_ARIEGE
FOND DE LA COSTE,09300 ROQUEFIXADE,42.9357,1.7547,,05 61 04 70 22 - 06 85 21 62 15 - http://unkilodcirque.pagesperso-orange.fr/fond_de_la_coste.htm,,"Propriété de 10 Ha en contrefort du Plantaurel et près de la montagne et des Monts d'Olmes, sur la commune de Roquefixade, entre Foix et Lavelanet. Maison habitable et grange en cours de réhabilitation pour activités artistiques. Beaux près et bois, très bel endroit et superbe vue. Nous sommes une Cie de spectacle et pratiquons musique, clown, marionnettes. Un jardin potager bio et prochainement chevaux et ânes pour traction animale pour des roulottes. Débroussaillage, entretien, jardinage, construction écologique. Nous parlons français, anglais, un peu allemand et espagnol.",caravane,clapas_ARIEGE
ASSOCIATION TERRE PURE,"Rives, 09320 SOULAN",42.8706,1.2641,,associationterrepure@gmail.com - 05 61 96 87 09 - http://www.terrepure.com/,,"Notre association située en montagne ariégeoise (Pyrénées) occupe une ancienne ferme sur 6 hectares avec de grands espaces verts, jardins bio, arbres fruitiers et comporte plusieurs bâtiments. L’association est principalement un centre bouddhiste (enseignements et retraites de méditations) mais organise aussi des stages (Yoga, peinture sacrée, Taïchi, cueillette de plantes médicinales…). Nous accueillons les stagiaires et des randonneurs et vacanciers. Vous pourrez participer aux jardins et espaces verts, éventuellement pour un peu de construction écologique et aussi éventuellement à la cuisine (jus de pomme, conserves, confitures...) si vous aimez cela. Pas d’intoxicants (alcool…) et le tabac dans le coin fumeur (à l’extérieur du centre). Nous parlons Français, Anglais, un peu italien et espagnol.",caravane,clapas_ARIEGE
LE CARRECH,09320 BIERT,42.8993,1.3154,,06 72 61 02 91,,"Au cœur des Pyrénées ariégeoises, face à la chaîne des Pyrénées, une petite ferme perchée à mille mètres d'altitude vous accueille. Que ce soit le jardin, l'entretien des terres, le soin donné aux arbres fruitiers, la cueillette de plantes sauvages ou la transformation des légumes et fruits... Il y a toujours une activité à laquelle participer à la montagne. Français et anglais parlés.",caravane,clapas_ARIEGE
LE CAROL,09320 LE PORT,42.8679,1.3729,,05 61 04 77 67 - info@sorbet-ariege.fr - http://www.sorbet-ariege.fr/,,"Bonjour, nous sommes une famille . Nous vivons en montagne, à 15 minutes de marche, et cultivons de nombreuses variétés de petits fruits rouges. Nous les transformons ensuite en sorbets que nous vendons sur les marchés. La vie en montagne est belle, mais aussi très difficile physiquement. Toutes les activités sont effectuées à la main avec des outils basics, telles que la houe, la pioche, la faux... L'essentiel des activités consiste à désherber les framboisiers, replanter les piquets, retendre les fils, aller chercher du bois en forêt, remonter des murs en pierre sèches. Après ces travaux, le repos est serein, la montagne est belle et les randonnées le sont aussi... Français, anglais et italien parlés.",caravane,clapas_ARIEGE
LES JARDINS DE SAINT PEY,09320 BOUSSENAC,42.909,1.3903,,05 61 04 40 05 - 06 31 62 40 11 - http://lesjardinsdesaintpey.e-monsite.com/,,"Nous sommes une famille avec deux enfants (12 et 6 ans) qui développons une activité de paysannerie très diversifiée, sur une ferme de 10 Ha en bio dans la vallée de Massat au cœur des Pyrénées ariégeoises. Nous vous proposons de venir partager notre quotidien à la ferme dans une ambiance conviviale : entretiens des vergers, cueillette et transformation de fruits en confiture et sirop, jardin familial, écoconstruction et aménagement divers ainsi que les soins de nos bêtes : brebis, vaches, ânes, lapins, poules... Français, anglais (notions), espagnol (notions) et italien parlés.",caravane,clapas_ARIEGE
LE PONT DE FIDELE,09320 BOUSSENAC,42.909,1.3903,,05 61 66 24 76 - http://www.syndicat-simples.org/fr/Monique-CHIFFOLEAU.html - http://www.achetezlocal.fr/producteur-09320-CHIFFOLEAU%20MONIQUE-Viande.html,,"Petite ferme biologique au creux d'une petite vallée sauvage dans les montagnes ariégeoises des pyrénées. 2 a 4 ponettes et jardin potager, préparation d'un sentier et petit jardin botanique, entretien des parcs, quelques petites constructions ramassage due bois de chauffage, cuisine etc. Régime plutôt végétarien mais chacun est libre dans le respect de tous. Récoltes de plantes médicinales. À la ferme, Vente par correspondance, Sur les marchés/foires/salons Production: autres plantes aromatiques cultivées, cueillette (Plantes à Parfum, Aromatiques et Médicinales), légumes",caravane,clapas_ARIEGE
FERME DE BARBAZAN,09350 BASTIDE-DE-BESPLAS,43.1672,1.2753,,05 61 69 50 54,,"Bonjour, j'ai 35 ans et élève des vaches Gasconnes et Aubracs, au total une vingtaine de mères, sur les coteaux du Volvestre, au nord de l’Ariège. Je travail en agriculture biologique depuis mon installation il y à 3 ans. J'écoule ma production en totalité en vente direct et par le biais d'AMAPS. Je vais du pré à l'assiette... c'est ma conviction. Les taches et activités sont nombreuses et diverses et leur répétition fait que seul on s'y épuise... J'ai besoin de m'entourer, de partager mon quotidien, d'échange, et d’enthousiasme. J'ai besoin d'ouvrir mon lieu à de bonnes volontés afin d'avancer, de partager. Durant votre séjour, je vous propose diverses activées. Manipulation des vaches, soins des animaux, trie au parc, changement de prés ou chargement. Beaucoup de clôtures électriques à suivre, débroussaillage et bois à recouper en conséquence. Montage d'un petit bâtiment pour hiverner les veaux. Mise en place d'un élevage d'oies en plein air (chose qui me tien à cœur). J'aime cuisiner et espère passer un bon moment de partage. Je parle Français et souhaite retrouver l'anglais et l'espagnol que j'ai appris il y à bien longtemps. Je vous dis à très bientôt.",caravane,clapas_ARIEGE
FERME DE CAZERTES,09350 LOUBAUT,43.1889,1.2853,,05 81 64 61 38 - 06 78 55 69 20 - contact@fermedecazertes.fr - http://www.fermedecazertes.fr/site/accueil.php?page=1,,"Nous sommes Jocelyne et Alain à la tête d'une ferme dans les coteaux du Volvestre à 50 Km au sud de Toulouse et à 1 heure des Pyrénées. Nous élevons des chevaux (de selle et de trait). Nos activités sont variées : soins aux chevaux, et parfois travail ou débourrage, entretien des clôtures, plantation d'arbres, débroussaillage, mais aussi activités diverses sur bâtiments, création ou réparation de matériel... Les WWOOFers sont reçues comme la famille (partage de nos journées et soirées). Anglais, espagnol (un zeste) et français parlés.",caravane,clapas_ARIEGE
ESPLAS DE SEROU,LA BASTIDE DE SEROU,43.0123,1.4291,,05 61 47 26 4? - http://terrepartagee.canalblog.com/,,cherche partenaire investisseur,caravane,clapas_ARIEGE
FERME DE DOUACH – AU PAYS DU GOÛT-DOUX,"hameau de feuillet, 09420 CASTELNAU DURBAN",43.0005,1.3379,,http://doudougoudou.chez.com/,,"Petite ferme de 14 Ha au pied des Pyrénées Ariégeoises. Nous vivons dans un environnement sauvage et préservé. Nous travaillons depuis 30 ans sous le label Agriculture Biologique et Bio-dynamique (marque Demeter) en arboriculture et petits fruits. Nous aimons aussi beaucoup les fleurs et en particulier les rosiers qui sont présents partout sur la ferme. Les activités sont très diversifiées : bien sûr, l'entretien des arbres et arbuste (nettoyage, taille...), la récolte et la transformation des fruits en confitures, jus de fruits et autres préparations. Mais aussi l'entretien des rosiers et des nombreuses variétés de plantes, l'entretien des haies et des zones laissées volontairement en ""demi-sauvages"", la préparation du bois de chauffage et du BRF pour le ""paillage"" des arbres et arbustes. Enfin l'entretien de la ferme, une vieille maison faite de pierre et bois que nous avons retapé nous-mêmes. Français et anglais (un peu) parlés. Notre ferme est blottie en pleine nature dans les premiers contreforts des Pyrénées Ariégeoises. Nous cultivons des vergers de fruits et petits fruits en agriculture biologique. Toute la production est transformée dans notre atelier à la ferme - confitures, gelées, jus, sirops. L'activité de la ferme comprend aussi l'entretien de haies, de fôrets. Des périodes de rénovation de bâtiment...",caravane,clapas_ARIEGE
CANTERATE,09600 MONTBEL,42.9762,1.976,,05 61 60 18 95 - http://www.canterate.fr/,,"Je cultive et transforme des fruits et petits fruits sur une petite ferme en bio depuis 30 ans. Je cultive aussi mon jardin dans une recherche d'autonomie alimentaire. Habitant une maison en paille confortable (avec vue sur les Pyrénées !), je vous propose de partager ce plaisir et de participer aux activités diverses de culture, cueillette et transformation. En été, il est possible de se baigner dans un très beau lac à 3 Km de la ferme. Langues parlées : espéranto, allemand, anglais (et un peu espagnol).",caravane,clapas_ARIEGE
RENAOVA ARIEGE,DAUMAZAN SUR ARIZE,43.1438,1.3071,,http://renova.arize.fr - 05 61 60 27 71,,"fédération qui organise des formations à l'arboriculture, propose 3 ateliers mobiles de pressage de fruits et pasteurisation du jus, possède une bibliothèque de 200 livres techniques, organise des commandes groupées de porte greffes et autres fournitures, et fait de l'éducation à l'environnement",caravane,clapas_ARIEGE
ATOUT FRUIT,MIREPOIX,43.0882,1.8737,,http://www.atoutfruit.fr - 05 61 60 18 95,,regroupe des passionnés et propose parfois des formations professionnelles,caravane,clapas_ARIEGE
ANTRAS,ANTRAS,42.8811,0.9432,,05 61 96 10 00,,"20 hectares- chèvres- chevaux-fenaison, jardin, bois de chauffage en traction animale! offre: logement indépendant à 20 minutes de marche du village! cherche: personne ou couple pour association ou reprise",caravane,clapas_ARIEGE
FERME LE CASTEROT,09290 LE MAS D'AZIL,43.0794,1.3615,,05 61 67 32 58 - cabanere@yahoo.fr,,"cherche chevrier en projet d'installation, emplacement pour yourte, caravane ou autre! atelier transfo lait",caravane,clapas_ARIEGE
L'ÉQUI'TABLE,"11 place Georges Dutilh, FOIX",42.9641,1.6052,,05 61 64 92 97 - http://www.lequitable.org/index.php,,"Fédérer des individus, collectifs, associations pour faire vivre un lieu collectif, convivial, ouvert et géré par tous.",caravane,clapas_ARIEGE
ASSOCIATION ECORCE FERME D'ICART,09240 MONTELS,43.0045,1.4727,,05 81 29 21 98 - http://www.ecorce.org/,,"Permanences : Mercredi et vendredi 9h-17h. Stages et chantiers d'éco-construction, partage de savoirs",caravane,clapas_ARIEGE
FERME DE LA BISCARRERE,"hameau d'Estaniels, 09240 LA BASTIDE DE SEROU",42.9798,1.3981,,05 34 14 07 22 - nicolegatz@ymail.com,,"pommes de terre Prairie permanente Parcours Maïs fourrager Légumes plein champ Maraîchage sous abris Vaches laitières Vaches nourrices ou allaitantes Veaux de boucherie Chèvres laitières + chevrettes de renouvellement vente directe à la ferme. Ferme en polyculture élevage, centre de formation à la traction animale",caravane,clapas_ARIEGE
HAJAS,"quartier de lastes, 09200 ERP",42.9348,1.1896,,05 61 66 42 38,,maison grange 12 ha edf eau vente ordinaire ou loyer,caravane,clapas_ARIEGE
ECOLIEU DE COMINAC,"route forestière de cominac, 09140 ERCE",42.8662,1.2645,,06 21 46 24 86 - jessiecoucou@gmail.com,,5ha de landes foret grange rénovée eau de source électricité par micro turbine! offre: vous loger dans ce lieu avec votre habitat léger ou dans une cabane! demande: jardins et s'occuper de 3 chèvres,caravane,clapas_ARIEGE
MOULIN DE BERNEDE,09320 MASSAT,42.8887,1.3478,,05 61 02 88 24 - mag.soleil@free.fr,,"tourneur sur bois, épicerie bio, hébergement sous tipi, demande cous de main",caravane,clapas_ARIEGE
FERME ECOLOGIQUE ET FERME DE TOUJOURS,"Rue du Fossé, 30120 AULAS",44.0009,3.5861,,Fermedetoujours@gmail.com,,"Ferme pédagogique d’animation itinérante, Ferme d’animaux miniatures (cochons, chèvres et moutons nains, volailles naines, etc.….) _ Attelages (en calèche: animations, balades, mariages, randonnées attelées), (traction animale agricole: transport, labour, débardage, etc.….); avec des chevaux, ânes et poneys. _ Ferme d’auto subsistance (chèvres et brebis laitières, chevaux de traits, ânes bâtés, chiens de berger, poules pondeuses, abeilles etc.….). _ Ateliers productions animales (lait, fromage, œufs, laine, miel etc...) _ Contact et relation homme/animal (approche ethnologique et éthologique). _ Tous conseils en élevages, dressage et traction animale. _ Location d’animaux dressés et apprivoisés pour cinéma, etc.… _ Promenades zoologiques et botaniques (écologie de terrain).",caravane,clapas_ARIEGE
LA MUTINERIE,muratet 12000 LA SALVETAT PEYRALES,44.2199,2.2001,,"06 33 97 21 05 - 06 37 54 16 49 - patrickgalabert@yahoo.fr, lilietcompagnie@orange.fr",,"projet: collectif dynamique,4 ans d'existence, hameau à retaper avec 6 hectares en vallée du viaur, diverses activités agricoles et artisanales! cherche: gens intéressés par l'aventure, possibilité de logement en habitas légers! offre hébergement yourte de 30m2! propose goulag festif!",caravane,clapas_AVEYRON
OASIS DE LENTIOUREL,-,,,,05 65 49 21 14 - lentiourel@orange.fr - http://oasisdelentiourel.over-blog.com/article-chantiers-participatifs-quand-comment-pourquoi-119751372.html,,"permaculture et création artistique, potentiel agricole, terres maraicheres, prés, bois, rivière, source bâtisse restaurée! cherche partenaires avec apports financiers! propose logements, apparts, espaces pour habitats légers! portes ouvertes le dimanche!",caravane,clapas_AVEYRON
